institution	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
UNIVERSITY OF MESSINA, ITALY	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+MESSINA,+ITALY	6	TRUE	1	PHRASE	University of Messina	https://ror.org/05ctdxz19	Italy
UNIVERSITY OF MESSINA, ITALY  ( SINCHEM DOCTORAL STUDENT )	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+MESSINA,+ITALY++(+SINCHEM+DOCTORAL+STUDENT+)	6	TRUE	1	PHRASE	University of Messina	https://ror.org/05ctdxz19	Italy
UNIVERSITY OF MILAN	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+MILAN	17	TRUE	1	PHRASE	University of Milan	https://ror.org/00wjc7c48	Italy
University of Modena and Reggio Emilia	https://api.ror.org/organizations?affiliation=University+of+Modena+and+Reggio+Emilia	39	TRUE	1	PHRASE	University of Modena and Reggio Emilia	https://ror.org/02d4c4y02	Italy
UNIVERSITY OF MODENA AND REGGIO EMILIA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+MODENA+AND+REGGIO+EMILIA	18	TRUE	1	PHRASE	University of Modena and Reggio Emilia	https://ror.org/02d4c4y02	Italy
University of Modena and Reggio Emilia, Department	https://api.ror.org/organizations?affiliation=University+of+Modena+and+Reggio+Emilia,+Department	50	TRUE	1	PHRASE	University of Modena and Reggio Emilia	https://ror.org/02d4c4y02	Italy
UNIVERSITY OF MUENSTER, INSTITUTE OF PLANT BIOLOGY AND BIOTECHNOLOGY	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+MUENSTER,+INSTITUTE+OF+PLANT+BIOLOGY+AND+BIOTECHNOLOGY	46	TRUE	1	PHRASE	Institute of Plant Biology and Biotechnology	https://ror.org/00s0yct57	Kazakhstan
University of Murcia	https://api.ror.org/organizations?affiliation=University+of+Murcia	19	TRUE	1	PHRASE	University of Murcia	https://ror.org/03p3aeb86	Spain
UNIVERSITY OF MURCIA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+MURCIA	19	TRUE	1	PHRASE	University of Murcia	https://ror.org/03p3aeb86	Spain
UNIVERSITY OF MURCIA (SPAIN)	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+MURCIA+(SPAIN)	5	TRUE	1	COMMON TERMS	University of Murcia	https://ror.org/03p3aeb86	Spain
UNIVERSITY OF NAMUR	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+NAMUR	20	TRUE	1	PHRASE	University of Namur	https://ror.org/03d1maw17	Belgium
UNIVERSITY OF NANTES	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+NANTES	20	TRUE	1	PHRASE	University of Nantes	https://ror.org/03gnr7b55	France
university of nantes, CEISAM laboratory	https://api.ror.org/organizations?affiliation=university+of+nantes,+CEISAM+laboratory	47	TRUE	1	PHRASE	University of Nantes	https://ror.org/03gnr7b55	France
"UNIVERSITY OF NAPLES """"""""FEDERICO II"""""""""	"https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+NAPLES+""""""""FEDERICO+II"""""""""	18	TRUE	1	PHRASE	University of Naples Federico II	https://ror.org/05290cv24	Italy
UNIVERSITY OF NAPLES FEDERICO II	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+NAPLES+FEDERICO+II	18	TRUE	1	PHRASE	University of Naples Federico II	https://ror.org/05290cv24	Italy
university of nottingham	https://api.ror.org/organizations?affiliation=university+of+nottingham	20	TRUE	1	PHRASE	University of Nottingham	https://ror.org/01ee9ar58	United Kingdom
University of Nottingham	https://api.ror.org/organizations?affiliation=University+of+Nottingham	20	TRUE	1	PHRASE	University of Nottingham	https://ror.org/01ee9ar58	United Kingdom
UNIVERSITY OF NOTTINGHAM	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+NOTTINGHAM	20	TRUE	1	PHRASE	University of Nottingham	https://ror.org/01ee9ar58	United Kingdom
UNIVERSITY OF OTTAWA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+OTTAWA	21	TRUE	1	PHRASE	University of Ottawa	https://ror.org/03c4mmv16	Canada
UNIVERSITY OF OULU	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+OULU	20	TRUE	1	PHRASE	University of Oulu	https://ror.org/03yj89h83	Finland
University of Parma - Department of Food Science	https://api.ror.org/organizations?affiliation=University+of+Parma+-+Department+of+Food+Science	19	TRUE	1	COMMON TERMS	University of Parma	https://ror.org/02k7wn190	Italy
UNIVERSITY OF PAU AND PAYS DE L'ADOUR (UPPA)	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+PAU+AND+PAYS+DE+L'ADOUR+(UPPA)	3	TRUE	1	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
University of Petroluem & Energy Studies (UPES)	https://api.ror.org/organizations?affiliation=University+of+Petroluem+&+Energy+Studies+(UPES)	20	FALSE	0.83	COMMON TERMS	Universitatea Din Petrosani	https://ror.org/055k3dh55	Romania
University of Poitiers	https://api.ror.org/organizations?affiliation=University+of+Poitiers	20	TRUE	1	PHRASE	University of Poitiers	https://ror.org/04xhy8q59	France
UNIVERSITY OF POITIERS	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+POITIERS	20	TRUE	1	PHRASE	University of Poitiers	https://ror.org/04xhy8q59	France
UNIVERSITY OF POITIERS / IC2MP, UMR7285	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+POITIERS+/+IC2MP,+UMR7285	20	FALSE	0.88	COMMON TERMS	University of Poitiers	https://ror.org/04xhy8q59	France
University of Poitiers UMR CNRS 7285	https://api.ror.org/organizations?affiliation=University+of+Poitiers+UMR+CNRS+7285	23	TRUE	1	HEURISTICS	University of Poitiers	https://ror.org/04xhy8q59	France
UNIVERSITY OF PORT HARCOURT	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+PORT+HARCOURT	20	TRUE	1	PHRASE	University of Port Harcourt	https://ror.org/005bw2d06	Nigeria
UNIVERSITY OF PORTO	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+PORTO	20	TRUE	1	PHRASE	University of Porto	https://ror.org/043pwc612	Portugal
UNIVERSITY OF PORTO, FACULTY OF ENGINEERING	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+PORTO,+FACULTY+OF+ENGINEERING	43	TRUE	1	PHRASE	University of Porto	https://ror.org/043pwc612	Portugal
UNIVERSITY OF READING	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+READING	20	TRUE	1	PHRASE	University of Reading	https://ror.org/05v62cm79	United Kingdom
UNIVERSITY OF REGENSBURG	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+REGENSBURG	19	TRUE	1	PHRASE	University of Regensburg	https://ror.org/01eezs655	Germany
UNIVERSITY OF REIMS CHAMPAGNE-ARDENNE	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+REIMS+CHAMPAGNE-ARDENNE	18	TRUE	1	PHRASE	University of Reims Champagne-Ardenne	https://ror.org/03hypw319	France
UNIVERSITY OF RIO NEGRO	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+RIO+NEGRO	20	TRUE	0.9	ACRONYM	Research Institute of Ophthalmology	https://ror.org/01h0ca774	Egypt
UNIVERSITY OF SALERNO	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+SALERNO	19	TRUE	1	PHRASE	University of Salerno	https://ror.org/0192m2k53	Italy
UNIVERSITY OF SALERNO - DEP. CHEMISTRY AND BIOLOGY	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+SALERNO+-+DEP.+CHEMISTRY+AND+BIOLOGY	21	TRUE	1	COMMON TERMS	University of Salerno	https://ror.org/0192m2k53	Italy
UNIVERSITY OF SASKATCHEWAN	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+SASKATCHEWAN	31	TRUE	1	PHRASE	University of Saskatchewan	https://ror.org/010x8gc63	Canada
UNIVERSITY OF SAVOIE MONT BLANC	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+SAVOIE+MONT+BLANC	19	TRUE	0.95	COMMON TERMS	Université Savoie Mont Blanc	https://ror.org/04gqg1a07	France
UNIVERSITY OF SCIENCE AND TECHNOLOGY HOUARI BOUMED	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+SCIENCE+AND+TECHNOLOGY+HOUARI+BOUMED	20	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
UNIVERSITY OF SCIENCE AND TECHNOLOGY HOUARI BOUMEDIENE, USTHB	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+SCIENCE+AND+TECHNOLOGY+HOUARI+BOUMEDIENE,+USTHB	19	TRUE	0.99	COMMON TERMS	University of Sciences and Technology Houari Boumediene	https://ror.org/02kb89c09	Algeria
University of Sciences and Technologies Houari Boumediène, Faculty of Chemistry, Laboratory of Organic and Functional Analysis, U.S.T.H.B,	https://api.ror.org/organizations?affiliation=University+of+Sciences+and+Technologies+Houari+Boumediene,+Faculty+of+Chemistry,+Laboratory+of+Organic+and+Functional+Analysis,+U.S.T.H.B,	23	FALSE	0.62	COMMON TERMS	Vitalant	https://ror.org/057kyc739	United States
UNIVERSITY OF SCIENCES AND TECHNOLOGY HOUARI BOUMEDIENE USTHB	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+SCIENCES+AND+TECHNOLOGY+HOUARI+BOUMEDIENE+USTHB	20	TRUE	0.95	COMMON TERMS	University of Sciences and Technology Houari Boumediene	https://ror.org/02kb89c09	Algeria
UNIVERSITY OF SCIENCES AND TECHNOLOGY HOUARI BOUMEDIENE, FACULTY OF CHEMISTRY, LABORATORY OF FUNCTIONAL ORGANIC ANALYSIS,	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+SCIENCES+AND+TECHNOLOGY+HOUARI+BOUMEDIENE,+FACULTY+OF+CHEMISTRY,+LABORATORY+OF+FUNCTIONAL+ORGANIC+ANALYSIS,	65	TRUE	1	PHRASE	University of Sciences and Technology Houari Boumediene	https://ror.org/02kb89c09	Algeria
UNIVERSITY OF SCIENCES AND TECHNOLOGY HOUARIBOUMEDIENE, FACULTY OF CHEMISTRY, LABORATORY OF FUNCTIONAL ORGANIC ANALYSIS,	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+SCIENCES+AND+TECHNOLOGY+HOUARIBOUMEDIENE,+FACULTY+OF+CHEMISTRY,+LABORATORY+OF+FUNCTIONAL+ORGANIC+ANALYSIS,	76	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
UNIVERSITY OF SCIENCES AND TECHNOLOGY HOUARIBOUMEDIENE, FACULTY OF CHEMISTRY, LABORATORY OF FUNCTIONAL ORGANIC ANALYSIS, BP 32 EL-ALIA, 16111, BAB-EZZOUAR	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+SCIENCES+AND+TECHNOLOGY+HOUARIBOUMEDIENE,+FACULTY+OF+CHEMISTRY,+LABORATORY+OF+FUNCTIONAL+ORGANIC+ANALYSIS,+BP+32+EL-ALIA,+16111,+BAB-EZZOUAR	97	FALSE	0.9	ACRONYM	Australian Library and Information Association	https://ror.org/04rszyv41	Australia
UNIVERSITY OF SILESIA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+SILESIA	19	TRUE	1	PHRASE	University of Silesia	https://ror.org/0104rcc94	Poland
University of Southampton	https://api.ror.org/organizations?affiliation=University+of+Southampton	20	TRUE	1	PHRASE	University of Southampton	https://ror.org/01ryk1543	United Kingdom
UNIVERSITY OF STUDIES OF MILAN - DISAA - GRUPPO RICICLA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+STUDIES+OF+MILAN+-+DISAA+-+GRUPPO+RICICLA	18	FALSE	0.79	FUZZY	University of Padua	https://ror.org/00240q980	Italy
UNIVERSITY OF SULTAN AGENG TIRTAYASA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+SULTAN+AGENG+TIRTAYASA	18	TRUE	0.96	COMMON TERMS	Sultan Ageng Tirtayasa University	https://ror.org/05dmr4w13	Indonesia
UNIVERSITY OF TAHRI MOHAMED BECHAR	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+TAHRI+MOHAMED+BECHAR	20	FALSE	0.74	COMMON TERMS	University of Bechar	https://ror.org/035145p50	Algeria
UNIVERSITY OF TEHRAN	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+TEHRAN	20	TRUE	1	PHRASE	University of Tehran	https://ror.org/05vf56z40	Iran
university of the basque country	https://api.ror.org/organizations?affiliation=university+of+the+basque+country	19	TRUE	1	PHRASE	University of the Basque Country	https://ror.org/000xsnr85	Spain
University of the Basque Country	https://api.ror.org/organizations?affiliation=University+of+the+Basque+Country	19	TRUE	1	PHRASE	University of the Basque Country	https://ror.org/000xsnr85	Spain
UNIVERSITY OF THE BASQUE COUNTRY	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+THE+BASQUE+COUNTRY	19	TRUE	1	PHRASE	University of the Basque Country	https://ror.org/000xsnr85	Spain
University of the Basque Country (UPV/EHU)	https://api.ror.org/organizations?affiliation=University+of+the+Basque+Country+(UPV/EHU)	24	TRUE	1	COMMON TERMS	University of the Basque Country	https://ror.org/000xsnr85	Spain
UNIVERSITY OF THE BASQUE COUNTRY (UPV/EHU)	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+THE+BASQUE+COUNTRY+(UPV/EHU)	24	TRUE	1	COMMON TERMS	University of the Basque Country	https://ror.org/000xsnr85	Spain
UNIVERSITY OF THE PUNJAB	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+THE+PUNJAB	20	TRUE	1	PHRASE	University of the Punjab	https://ror.org/011maz450	Pakistan
UNIVERSITY OF TORINO	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+TORINO	19	TRUE	0.92	FUZZY	University of Turin	https://ror.org/048tbm396	Italy
UNIVERSITY OF TUNIS	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+TUNIS	20	TRUE	0.91	COMMON TERMS	Tunis University	https://ror.org/02q1spa57	Tunisia
University of Twente	https://api.ror.org/organizations?affiliation=University+of+Twente	22	TRUE	1	PHRASE	University of Twente	https://ror.org/006hf6230	Netherlands
UNIVERSITY OF TWENTE	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+TWENTE	22	TRUE	1	PHRASE	University of Twente	https://ror.org/006hf6230	Netherlands
UNIVERSITY OF ULSAN	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+ULSAN	20	TRUE	1	PHRASE	University of Ulsan	https://ror.org/02c2f8975	South Korea
University of Valladolid	https://api.ror.org/organizations?affiliation=University+of+Valladolid	20	TRUE	1	PHRASE	University of Valladolid	https://ror.org/01fvbaw18	Spain
UNIVERSITY OF VALLADOLID	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+VALLADOLID	20	TRUE	1	PHRASE	University of Valladolid	https://ror.org/01fvbaw18	Spain
UNIVERSITY OF VALLE	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+VALLE	21	TRUE	1	PHRASE	University of Valle	https://ror.org/00jb9vg53	Colombia
UNIVERSITY OF VIENNA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+VIENNA	20	TRUE	1	PHRASE	University of Vienna	https://ror.org/03prydq77	Austria
UNIVERSITY OF WARWICK	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+WARWICK	20	TRUE	1	PHRASE	University of Warwick	https://ror.org/01a77tt86	United Kingdom
UNIVERSITY OF WATERLOO	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+WATERLOO	19	TRUE	1	PHRASE	University of Waterloo	https://ror.org/01aff2v68	Canada
UNIVERSITY OF YALE	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+YALE	20	TRUE	0.91	COMMON TERMS	Yale University	https://ror.org/03v76x132	United States
UNIVERSITY OF YAMANASHI	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+YAMANASHI	20	TRUE	1	PHRASE	University of Yamanashi	https://ror.org/059x21724	Japan
University of York	https://api.ror.org/organizations?affiliation=University+of+York	20	TRUE	1	PHRASE	University of York	https://ror.org/04m01e293	United Kingdom
UNIVERSITY OF YORK	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+YORK	20	TRUE	1	PHRASE	University of York	https://ror.org/04m01e293	United Kingdom
UNIVERSITY OF ZANJAN	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+ZANJAN	20	TRUE	1	PHRASE	University of Zanjan	https://ror.org/05e34ej29	Iran
UNIVERSITY OF ZARAGOZA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+ZARAGOZA	20	TRUE	1	PHRASE	University of Zaragoza	https://ror.org/012a91z28	Spain
UNIVERSITY OF ZURICH	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+ZURICH	19	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
UNIVERSITY POLITEHNICA OF TIMISOARA	https://api.ror.org/organizations?affiliation=UNIVERSITY+POLITEHNICA+OF+TIMISOARA	17	TRUE	0.94	COMMON TERMS	Polytechnic University of Timişoara	https://ror.org/02v91gy68	Romania
UNIVERSITY POLITEHNICA TIMISOARA	https://api.ror.org/organizations?affiliation=UNIVERSITY+POLITEHNICA+TIMISOARA	19	TRUE	0.93	COMMON TERMS	Polytechnic University of Timişoara	https://ror.org/02v91gy68	Romania
Universté de Savoie	https://api.ror.org/organizations?affiliation=Universte+de+Savoie	19	FALSE	0.89	FUZZY	University of Pavia	https://ror.org/00s6t1f81	Italy
UNIVERTSITÉ DE TECHNOLOGY DE COMPIEGNE	https://api.ror.org/organizations?affiliation=UNIVERTSITE+DE+TECHNOLOGY+DE+COMPIEGNE	1	FALSE	0.55	FUZZY	Ruhr University Bochum	https://ror.org/04tsk2644	Germany
UNIVESITY OF NAPLES FEDERICO II	https://api.ror.org/organizations?affiliation=UNIVESITY+OF+NAPLES+FEDERICO+II	16	TRUE	0.98	COMMON TERMS	University of Naples Federico II	https://ror.org/05290cv24	Italy
UNIVESITY OF TAHRI MOHAMED BECHAR	https://api.ror.org/organizations?affiliation=UNIVESITY+OF+TAHRI+MOHAMED+BECHAR	16	FALSE	0.72	COMMON TERMS	University of Bechar	https://ror.org/035145p50	Algeria
UNL-FCT	https://api.ror.org/organizations?affiliation=UNL-FCT	3	TRUE	0.9	ACRONYM	National University of the Littoral	https://ror.org/00pt8r998	Argentina
UNMR CNRS - UNIVERSITÉ DE RENNES 1 INSTITUT DES SCIENCES CHIMIQUES DE RENNES	https://api.ror.org/organizations?affiliation=UNMR+CNRS+-+UNIVERSITE+DE+RENNES+1+INSTITUT+DES+SCIENCES+CHIMIQUES+DE+RENNES	3	FALSE	1	ACRONYM	Arizona Department of Economic Security	https://ror.org/00s8v8467	United States
Unviersidad San Jorge	https://api.ror.org/organizations?affiliation=Unviersidad+San+Jorge	17	TRUE	0.95	COMMON TERMS	Universidad San Jorge	https://ror.org/01wbg2c90	Spain
UPJV	https://api.ror.org/organizations?affiliation=UPJV	1	TRUE	0.9	ACRONYM	University of Picardie Jules Verne	https://ror.org/01gyxrk03	France
UPMC - LABORATOIRE DE REACTIVITE DE SURFACE	https://api.ror.org/organizations?affiliation=UPMC+-+LABORATOIRE+DE+REACTIVITE+DE+SURFACE	5	TRUE	1	ACRONYM	UPMC Health System	https://ror.org/011htkb76	United States
UPMC - Laboratoire Réactivité de Surface	https://api.ror.org/organizations?affiliation=UPMC+-+Laboratoire+Reactivite+de+Surface	19	TRUE	0.96	COMMON TERMS	Laboratoire de Réactivité de Surface	https://ror.org/04vthwx70	France
UPR 3346 - ENSMA	https://api.ror.org/organizations?affiliation=UPR+3346+-+ENSMA	11	TRUE	0.9	ACRONYM	University of Pinar del Río	https://ror.org/007chxf81	Cuba
UR1268 RESEARCH UNIT BIOPOLYMERS, INTERACTIONS AND ASSEMBLIES (BIA), INRA	https://api.ror.org/organizations?affiliation=UR1268+RESEARCH+UNIT+BIOPOLYMERS,+INTERACTIONS+AND+ASSEMBLIES+(BIA),+INRA	48	FALSE	0.9	ACRONYM	Biopolymères Interactions Assemblages	https://ror.org/013vjwn12	France
URCA CNRS UMR 7312	https://api.ror.org/organizations?affiliation=URCA+CNRS+UMR+7312	15	FALSE	0.9	ACRONYM	National Council for Scientific Research	https://ror.org/00x9ewr78	Lebanon
URCA UMR CNRS 7312	https://api.ror.org/organizations?affiliation=URCA+UMR+CNRS+7312	15	FALSE	0.9	ACRONYM	National Council for Scientific Research	https://ror.org/00x9ewr78	Lebanon
US EPA	https://api.ror.org/organizations?affiliation=US+EPA	0						
USDA, FOREST PRODUCTS LABORATORY	https://api.ror.org/organizations?affiliation=USDA,+FOREST+PRODUCTS+LABORATORY	19	TRUE	1	PHRASE	Forest Products Laboratory	https://ror.org/031sp1p50	United States
USP	https://api.ror.org/organizations?affiliation=USP	6	FALSE	0.9	ACRONYM	University of the South Pacific	https://ror.org/001vq2a15	Solomon Islands
USTHB;Laboratoire de Matériaux Catalytiques et Catalyse en Chimie Organique, Faculté de chimie USTHB	https://api.ror.org/organizations?affiliation=USTHB;Laboratoire+de+Materiaux+Catalytiques+et+Catalyse+en+Chimie+Organique,+Faculte+de+chimie+USTHB	1	TRUE	0.9	ACRONYM	University of Sciences and Technology Houari Boumediene	https://ror.org/02kb89c09	Algeria
UTC	https://api.ror.org/organizations?affiliation=UTC	9	FALSE	0.9	ACRONYM	Universidad Técnica de Cotopaxi	https://ror.org/004jbx603	Ecuador
UTC COMPIÈGNE	https://api.ror.org/organizations?affiliation=UTC+COMPIEGNE	17	FALSE	0.9	ACRONYM	Universidad Técnica de Cotopaxi	https://ror.org/004jbx603	Ecuador
UTC/ESCOM	https://api.ror.org/organizations?affiliation=UTC/ESCOM	9	FALSE	0.9	ACRONYM	Universidad Técnica de Cotopaxi	https://ror.org/004jbx603	Ecuador
Utrecht University	https://api.ror.org/organizations?affiliation=Utrecht+University	20	TRUE	1	PHRASE	Utrecht University	https://ror.org/04pp8hn57	Netherlands
UTRECHT UNIVERSITY	https://api.ror.org/organizations?affiliation=UTRECHT+UNIVERSITY	20	TRUE	1	PHRASE	Utrecht University	https://ror.org/04pp8hn57	Netherlands
Utrecht University/SustAnalyze	https://api.ror.org/organizations?affiliation=Utrecht+University/SustAnalyze	20	TRUE	1	HEURISTICS	Utrecht University	https://ror.org/04pp8hn57	Netherlands
UVRER-ANEMO	https://api.ror.org/organizations?affiliation=UVRER-ANEMO	0						
UVSQ	https://api.ror.org/organizations?affiliation=UVSQ	1	TRUE	0.9	ACRONYM	Versailles Saint-Quentin-en-Yvelines University	https://ror.org/03mkjjy25	France
V. K. KRISHNA  MENON COLLEGE OF COMMERCE & S. S. DIGHE COLLEGE OF SCIENCE	https://api.ror.org/organizations?affiliation=V.+K.+KRISHNA++MENON+COLLEGE+OF+COMMERCE+&+S.+S.+DIGHE+COLLEGE+OF+SCIENCE	20	FALSE	0.74	COMMON TERMS	Tokyo International University	https://ror.org/01g9ekh39	Japan
V. K.KRISHNA  MENON COLLEGE OF COMMERCE & S.S.DIGHE COLLEGE OF SCIENCE	https://api.ror.org/organizations?affiliation=V.+K.KRISHNA++MENON+COLLEGE+OF+COMMERCE+&+S.S.DIGHE+COLLEGE+OF+SCIENCE	20	FALSE	0.74	COMMON TERMS	Tokyo International University	https://ror.org/01g9ekh39	Japan
